scenario_id,iteration,timestamp_us,ego_x,ego_y,ego_heading,ego_velocity_x,ego_velocity_y,ego_acceleration_x,ego_acceleration_y,ego_angular_velocity,ego_angular_acceleration,tire_steering_angle,scenario_type,nuplan_token,nuplan_log
scenario_000,17,1620857936800320,664649.4233641177,3999254.810670706,-2.0480181037132863,0.6609269307714248,-0.020469245202751507,0.44208293383929137,-0.016157743439621685,0.0,0.0,0.0,low_magnitude_speed,262a4b7a1f2c5ab6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,18,1620857936850346,664649.4063703227,3999254.7798632532,-2.048222360864672,0.6842297748175401,-0.02127114796362987,0.4627470343805179,-0.004610128681718941,0.0,0.0,0.0,low_magnitude_speed,262a4b7a1f2c5ab6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,19,1620857936900374,664649.3892614486,3999254.7492994247,-2.0484595564571872,0.7065455579922401,-0.021456428837634055,0.43574852773854483,0.02405700999098398,0.0,0.0,0.0,low_magnitude_speed,262a4b7a1f2c5ab6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,20,1620857936950403,664649.3705144868,3999254.718007872,-2.048697909089083,0.7295507635668688,-0.022764996695060446,0.4747190528956868,0.0030636727453370836,0.0,0.0,0.0,low_magnitude_speed,262a4b7a1f2c5ab6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,21,1620857937000430,664649.3522288372,3999254.685459775,-2.0488297029017937,0.7553141505318122,-0.023264695083479225,0.6080522078383818,-0.01808155685435481,0.0,0.0,0.0,low_magnitude_speed,262a4b7a1f2c5ab6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,22,1620857937050453,664649.3338880835,3999254.6519054226,-2.0491740910003995,0.7814939071885997,-0.0226176519766803,0.6226842799735736,-0.01450457005284923,0.0,0.0,0.0,low_magnitude_speed,262a4b7a1f2c5ab6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,23,1620857937100470,664649.3147347296,3999254.61745585,-2.0495154796653563,0.8102904563646297,-0.02301055055828299,0.6040292022204533,-0.012095597890652569,0.0,0.0,0.0,low_magnitude_speed,262a4b7a1f2c5ab6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,24,1620857937150484,664649.2951253803,3999254.582020291,-2.0499338896159816,0.8390759527142965,-0.023386673539379677,0.6690042965603107,-0.03187895630551257,0.0,0.0,0.0,low_magnitude_speed,262a4b7a1f2c5ab6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,25,1620857937200495,664649.2738718893,3999254.544342469,-2.050414670310856,0.8707967396344269,-0.025987579545822623,0.61442709128817,-0.06308737931205845,0.0,0.0,0.0,low_magnitude_speed,262a4b7a1f2c5ab6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,26,1620857937250505,664649.2528098051,3999254.506331633,-2.05084621484139,0.9027244095969935,-0.028244887649098695,0.6973534213788297,-0.06174759118513836,0.0,0.0,0.0,low_magnitude_speed,262a4b7a1f2c5ab6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,27,1620857937300514,664649.229795656,3999254.46611461,-2.05128633406807,0.9363404273437331,-0.03133451620197619,0.7125445867789371,-0.05152175144914818,0.0,0.0,0.0,low_magnitude_speed,262a4b7a1f2c5ab6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,28,1620857937350525,664649.2051249343,3999254.423352637,-2.0517272445821972,0.9725031595076811,-0.03287401348021651,0.7294845814526355,-0.01807962683826636,0.0,0.0,0.0,low_magnitude_speed,262a4b7a1f2c5ab6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,29,1620857937400538,664649.1803297477,3999254.3799753804,-2.0521285562981144,1.0077052061698455,-0.03129939683940029,0.7425587838720449,0.05214992822256296,0.0,0.0,0.0,low_magnitude_speed,262a4b7a1f2c5ab6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,30,1620857937450554,664649.1555991924,3999254.335277984,-2.0524385622687187,1.0445714582406702,-0.029287204698418303,0.809767604063341,0.01577241803263853,0.0,0.0,0.0,low_magnitude_speed,262a4b7a1f2c5ab6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,31,1620857937500570,664649.1287727056,3999254.2869558893,-2.052807728644581,1.0838624036763065,-0.029208926383153668,0.7680108829257617,-0.029334479426626855,0.0,0.0,0.0,low_magnitude_speed,262a4b7a1f2c5ab6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,0,1620858002700389,664433.8922341858,3998645.853983721,-1.682983345646045,0.8501244208234193,-0.008232020848905211,-0.09726137580597956,0.05566021887478444,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,1,1620858002750411,664433.887970712,3998645.813291682,-1.6828631998925767,0.847072895840687,-0.008518497852778613,-0.08607193045201585,0.011793494051104466,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,2,1620858002800431,664433.8831834045,3998645.7716422807,-1.6828340506754729,0.8461319248345317,-0.011054986011277527,-0.07821933510081167,-0.0415989189257016,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,3,1620858002850448,664433.8782663848,3998645.729983752,-1.6827826939311343,0.8430245419320933,-0.013591948879506703,-0.10503133838063197,-0.019316213551657874,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,4,1620858002900463,664433.8736811461,3998645.688332427,-1.6828148907839724,0.8396034519411413,-0.013246264091526766,-0.1726466579718089,0.03821790458022552,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,5,1620858002950479,664433.8687804127,3998645.646992269,-1.6829024552637084,0.8332910643695868,-0.011775731364135414,-0.19242866061776406,0.007455813528648195,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,6,1620858003000493,664433.8636870801,3998645.6057712226,-1.6828339133208257,0.8251681473296266,-0.012410470158271247,-0.1986496099304795,0.005168499664299977,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,7,1620858003050506,664433.8585159347,3998645.5658545913,-1.6827575176575023,0.817101232856599,-0.0153777609083476,-0.22021387470330422,-0.05008784388599838,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,8,1620858003100516,664433.8541648149,3998645.5246250657,-1.6829248954968055,0.8100099842786491,-0.014974649178976295,-0.1825385151353027,-0.030237505702189,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,9,1620858003150524,664433.849648276,3998645.484898049,-1.682899270957041,0.8006878032927001,-0.01567310049674454,-0.2230983573493526,-0.0002951778564719495,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,10,1620858003200530,664433.8456772394,3998645.4449935784,-1.6829073962825263,0.7942994561198871,-0.01477312663074415,-0.23988744066037332,-0.0033642922618512977,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,11,1620858003250534,664433.8425238251,3998645.406063811,-1.682899064555986,0.7851331352456631,-0.012810078001219609,-0.26091828356186275,4.072818805539085e-05,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,12,1620858003300536,664433.8387877304,3998645.3672026875,-1.6827397539706792,0.7749571900208344,-0.012396270816199989,-0.2713728881433676,0.013902137873530148,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,13,1620858003350540,664433.8342100309,3998645.329168914,-1.6827142538121267,0.7613708622755991,-0.013537079616409892,-0.38948571782769525,-0.029107398970540488,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,14,1620858003400543,664433.8283999983,3998645.291125941,-1.682657066874282,0.7448720953817469,-0.0183990951664124,-0.4241472217702074,-0.05583588115105386,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,15,1620858003450547,664433.8233692332,3998645.2553428053,-1.6827224300268775,0.7248761666855097,-0.019159473296817102,-0.4971568145389052,0.027970397224973274,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,16,1620858003500553,664433.8192100816,3998645.219614052,-1.6827728232489467,0.703995193250267,-0.018065607971301405,-0.47824020763800335,-0.02516420705889476,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,17,1620858003550563,664433.8163717432,3998645.185174031,-1.6828396192481616,0.6822208590197629,-0.016765387846827174,-0.5260515518273886,-0.029589623415112735,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,18,1620858003600573,664433.8130762636,3998645.151337219,-1.6828232731277675,0.6603395051647871,-0.016237933530491282,-0.5877020925934759,-4.595051225711911e-06,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,19,1620858003650588,664433.8108724344,3998645.1191089745,-1.682772510995894,0.6348868895260507,-0.010921565891007868,-0.6397623919780172,0.09499035300790534,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,20,1620858003700603,664433.8087608546,3998645.087119677,-1.6827252992673158,0.607480819903119,-0.005011002170887486,-0.6635814651150685,0.06401110541559536,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,21,1620858003750618,664433.8060978684,3998645.057748433,-1.6827889386267951,0.5743857062961428,-0.00331816751667085,-0.7542077906374823,0.0037129540917612896,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,22,1620858003800633,664433.8035800065,3998645.029669065,-1.6828363259660482,0.5399153739247391,-0.004521778403893935,-0.8092669311448993,-0.07327849077959225,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,23,1620858003850646,664433.8015323952,3998645.0031831856,-1.682822577186706,0.5011833717486873,-0.007029566447378496,-0.865525753455009,-0.05463096206506472,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,24,1620858003900662,664433.7997138731,3998644.9786158,-1.6829558461226188,0.46740548028005935,-0.006699277202693806,-0.8700644101188566,0.002916838432907281,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,25,1620858003950679,664433.7973217447,3998644.9565411275,-1.683013953556822,0.4299102219130253,-0.004777063962042715,-0.8288268587223145,0.05911018015479155,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,26,1620858004000696,664433.7947924953,3998644.935674322,-1.6830870604599464,0.3935024760175777,-0.003861986680123515,-0.7977817166343363,0.04189593181336332,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,27,1620858004050714,664433.7928701132,3998644.917530158,-1.6830486169218504,0.3575585761930743,-0.0036455184439623026,-0.8097615493164708,0.011695501566498767,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,28,1620858004100733,664433.7905233727,3998644.900942966,-1.6830111785529263,0.3211834865535266,-0.00421967955104134,-0.7861799204067905,0.023261243395560866,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,29,1620858004150752,664433.7885038416,3998644.8858841932,-1.6830084464766508,0.28183537692335503,-0.0024446387371760392,-0.8175317804097695,0.06352555579162754,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,30,1620858004200770,664433.7864547598,3998644.8724527624,-1.6829812270135174,0.2473604123442963,-0.0016891459546748777,-0.7729628619422333,0.017013610116012497,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_001,31,1620858004250786,664433.7843619547,3998644.8606332457,-1.6830313463860886,0.21609991004842782,-0.0035803852076137523,-0.6432652467901623,-0.03869063434688991,0.0,0.0,0.0,low_magnitude_speed,6a3667fbee1d5dc6,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,0,1620858056200029,664430.5913447059,3998353.2964472864,-1.522554622308843,0.4119635414466823,-0.023906517185039434,0.1969915891284077,0.019340179510135818,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,1,1620858056250045,664430.5919806032,3998353.274983682,-1.5216535269053382,0.4217984511274214,-0.024308502051321026,0.2003754649943899,0.021052682748095228,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,2,1620858056300061,664430.5930426129,3998353.2534675803,-1.520651654056097,0.4309250373935944,-0.02552892825125643,0.2517770377028239,-0.002418116483022684,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,3,1620858056350079,664430.5940000502,3998353.2314184597,-1.5195684706436259,0.4415970189776521,-0.027728011343439763,0.22729546044997298,-0.017386468374474735,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,4,1620858056400099,664430.5959302483,3998353.208989493,-1.5185713681940696,0.45189895549257,-0.026917567774159632,0.2267555846502059,0.009434565898175085,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,5,1620858056450122,664430.5982616843,3998353.186253354,-1.5174704216798294,0.46114054296248197,-0.02538436316339382,0.20997683659909785,0.012549406789003,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,6,1620858056500145,664430.6006665921,3998353.1618989897,-1.5164386422699287,0.4720380139964374,-0.025210507784654505,0.20105482293696247,-0.025253152864402835,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,7,1620858056550170,664430.6033039277,3998353.1376768886,-1.5153762216136648,0.4818099877417333,-0.02634507796408466,0.1974673181001443,-0.05596695649546009,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,8,1620858056600196,664430.6055232311,3998353.1128657516,-1.514379625009737,0.4923573979807534,-0.02807985548901661,0.21420184656655544,-0.04921203175064416,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,9,1620858056650222,664430.6080075994,3998353.087030994,-1.5132834875630183,0.5034103719622549,-0.02794783877038831,0.21970755258692615,0.004467851863921905,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,10,1620858056700247,664430.6108748519,3998353.060144053,-1.5121389673803913,0.5153226440850603,-0.024287902835078867,0.2197482725757933,0.07125902266411566,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,11,1620858056750271,664430.6135014703,3998353.0330721093,-1.511125417448838,0.5271809380127036,-0.020515483876581083,0.22780983810023678,0.07410293494063361,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,12,1620858056800295,664430.6162315807,3998353.005532222,-1.51015080770526,0.5387457407808226,-0.019248165416162522,0.2281225135447405,-0.004663710242848962,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,13,1620858056850319,664430.6187899242,3998352.977719567,-1.509058404947164,0.5497981111709358,-0.020624698383321247,0.21080725500369923,-0.020009697431063643,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,14,1620858056900344,664430.6215610504,3998352.949031158,-1.5081511930239695,0.5599103524941356,-0.020844041195636875,0.12553956180659978,0.011505370883506129,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,15,1620858056950370,664430.6248789477,3998352.9191256207,-1.5072726505350607,0.5671331919631188,-0.019573665544326154,0.06933490969197606,0.0077750816974601475,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,16,1620858057000398,664430.6275873223,3998352.8900774946,-1.5065799744314148,0.5659618775343572,-0.020677867184068242,-0.14672727786761175,-0.03696562261354428,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,17,1620858057050426,664430.6308006783,3998352.860165297,-1.5058823862400463,0.5580928130912831,-0.0199021713999389,-0.32184766599558945,-0.0005744204974917331,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,18,1620858057100452,664430.634520191,3998352.8297616583,-1.50531299038633,0.5538256535140583,-0.015425380225905618,-0.22956420804799563,0.0930998530932086,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,19,1620858057150477,664430.6387053216,3998352.799656338,-1.5048666057615565,0.5496306711372217,-0.008828567203293775,-0.22673007558999497,0.08384944965297424,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,20,1620858057200500,664430.6420309322,3998352.77059907,-1.5045195060516192,0.5404143657309057,-0.005812346787933642,-0.3133454103041333,0.021073414562876314,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,21,1620858057250520,664430.6460937338,3998352.740546171,-1.5042299120259335,0.5346561621583296,-0.003774626549349864,-0.2855458996989907,-0.01188221151262266,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,22,1620858057300537,664430.6495509935,3998352.711600072,-1.5040703313635393,0.5335326407827362,-0.004628970234074144,-0.02480110199652481,-0.025266440227474533,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,23,1620858057350550,664430.653202251,3998352.681767678,-1.5039571286518845,0.5411830211322773,-0.0029486301820881014,0.11382563092469782,0.004183180116721469,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,24,1620858057400562,664430.6556045101,3998352.6537665883,-1.5038822591100198,0.5500038213094853,-0.0004142445632265054,0.22780211248042953,0.07119032169355033,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,25,1620858057450574,664430.6586584233,3998352.624635006,-1.5038044497828689,0.5623378443633693,0.002836514680061419,0.24081472112925353,0.06378278046216226,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,26,1620858057500583,664430.6622024466,3998352.594994363,-1.5035380351008987,0.5710169640291989,0.00488714362406712,0.20530190247344302,0.01845055285107788,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,27,1620858057550593,664430.665479036,3998352.5646306984,-1.5035570334200814,0.5809671951929929,0.006117917576119566,0.17016230372891708,0.0059065824470915275,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,28,1620858057600602,664430.6681433477,3998352.5357794967,-1.5037306531226078,0.5882098770104011,0.005765043164875039,0.21489612054545842,-0.023046352226317512,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,29,1620858057650611,664430.6710338314,3998352.5062533505,-1.5038852494530657,0.5949116427588647,0.0036396880931032164,0.23583666323305522,-0.06936285881572461,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,30,1620858057700621,664430.6744522164,3998352.4754181225,-1.5042540189067553,0.6032710468609873,0.002168872637348422,0.2057823240322021,-0.04156887946432632,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
scenario_002,31,1620858057750632,664430.6771856843,3998352.444024175,-1.5045999391799467,0.6138456643175491,0.0010583779964068723,0.24980629485968303,-0.012506099552014196,0.0,0.0,0.0,low_magnitude_speed,f6e65dc65d075ffd,2021.05.12.22.00.38_veh-35_01008_01518
